"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","exceeds_quota","total_monthly_quota","organization","cost_center_name","aic_quantity","aic_gross_amount"
"2026-03-01","connietreutel","copilot","copilot_premium_request","Claude Opus 4.6","165","requests","0.04","6.60000000000001","6.60000000000001","0","False","300","umbrella-corp","security-ops","0","0"
"2026-03-01","connietreutel","copilot","copilot_premium_request","GPT-5.2-Codex","47","requests","0.04","1.88000000000001","1.88000000000001","0","False","1000","waynetech","ml-infra","0","0"
"2026-03-01","connietreutel","copilot","copilot_premium_request","Claude Sonnet 4.6","244","requests","0.04","9.75999999999998","9.75999999999998","0","False","1000","acme-corp","devex","0","0"
"2026-03-01","mobileBrakus","copilot","copilot_premium_request","GPT-5.2","83","requests","0.04","3.32000000000002","3.32000000000002","0","False","300","dunder-mifflin-tech","devex","0","0"
"2026-03-01","mobileBrakus","copilot","copilot_premium_request","Claude Sonnet 4.5","101","requests","0.04","4.04000000000001","4.04000000000001","0","False","1000","soylent-corp","platform-team","0","0"
"2026-03-01","mobileBrakus","copilot","copilot_premium_request","GPT-5.2-Codex","390","requests","0.04","15.6","15.6","0","False","1000","wonka-factory","platform-team","0","0"
"2026-03-01","mobileStehr-Grimes","copilot","copilot_premium_request","GPT-5","160","requests","0.04","6.39999999999999","6.39999999999999","0","False","1000","wonka-factory","frontend-guild","0","0"
"2026-03-01","mobileStehr-Grimes","copilot","copilot_premium_request","Claude Sonnet 4.5","30","requests","0.04","1.20000000000001","1.20000000000001","0","False","1000","acme-corp","devex","0","0"
"2026-03-01","mobileStehr-Grimes","copilot","copilot_premium_request","GPT-5.2-Codex","103","requests","0.04","4.12","4.12","0","False","1000","cyberdyne-sys","data-eng","0","0"
"2026-03-01","mobileStehr-Grimes","copilot","copilot_premium_request","Claude Sonnet 4.6","252","requests","0.04","10.08","10.08","0","False","300","springfield-nuclear","data-eng","0","0"
"2026-03-02","opticalMorar","copilot","copilot_premium_request","Gemini 2.5 Pro","57","requests","0.04","2.27999999999998","2.27999999999998","0","False","1000","umbrella-corp","compliance","0","0"
"2026-03-02","mobileBrakus","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","4.55","requests","0.04","0.18200000000001","0.18200000000001","0","False","1000","initech","ml-infra","0","0"
"2026-03-02","antonia68","copilot","copilot_premium_request","GPT-5.2","135","requests","0.04","5.4","5.4","0","False","1000","soylent-corp","ml-infra","0","0"
"2026-03-02","hapticMacGyver","copilot","copilot_premium_request","Claude Sonnet 4.6","144","requests","0.04","5.76000000000001","5.76000000000001","0","False","300","Bluth-Company","frontend-guild","0","0"
"2026-03-02","claude60","copilot","copilot_premium_request","Claude Sonnet 4.6","95","requests","0.04","3.8","3.8","0","False","1000","cyberdyne-sys","frontend-guild","0","0"
"2026-03-02","andy48","copilot","copilot_premium_request","GPT-5","142","requests","0.04","5.67999999999998","5.67999999999998","0","False","1000","massive-dynamic","data-eng","0","0"
"2026-03-02","cross-platformGraham","copilot","copilot_premium_request","GPT-5.1","139","requests","0.04","5.56000000000001","5.56000000000001","0","False","1000","initech","data-eng","0","0"
"2026-03-02","stephen_kuvalis49","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","3.54","requests","0.04","0.141599999999981","0.141599999999981","0","False","300","globex-inc","","0","0"
"2026-03-02","larue24","copilot","copilot_premium_request","Gemini 2.5 Pro","147","requests","0.04","5.87999999999999","5.87999999999999","0","False","1000","hooli","","0","0"
"2026-03-02","suzanne_hahn54","copilot","copilot_premium_request","Claude Opus 4.5","111","requests","0.04","4.43999999999999","4.43999999999999","0","False","1000","aperture-labs","","0","0"
"2026-03-02","open-sourceNitzsche","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","0.67","requests","0.04","0.0268000000000175","0.0268000000000175","0","False","1000","oscorp","compliance","0","0"
"2026-03-02","back-endGerlach","copilot","copilot_premium_request","Code Review model","13","requests","0.04","0.520000000000012","0.520000000000012","0","False","1000","waynetech","data-eng","0","0"
"2026-03-02","wirelessArmstrong","copilot","copilot_premium_request","Claude Opus 4.5","10","requests","0.04","0.399999999999998","0.399999999999998","0","False","1000","wonka-factory","","0","0"
"2026-03-02","virtualFarrell","copilot","copilot_premium_request","Claude Sonnet 4.5","90","requests","0.04","3.59999999999999","3.59999999999999","0","False","1000","starkindustries","devex","0","0"
"2026-03-02","ludiemante36","copilot","copilot_premium_request","Claude Sonnet 4.5","74","requests","0.04","2.96000000000001","2.96000000000001","0","False","1000","massive-dynamic","platform-team","0","0"
"2026-03-02","solidstateChristians","copilot","copilot_premium_request","GPT-5.1","11","requests","0.04","0.439999999999989","0.439999999999989","0","False","300","aperture-labs","","0","0"
"2026-03-02","dashawn_nader53","copilot","copilot_premium_request","Auto: Gemini 3 Pro","3.72","requests","0.04","0.148800000000015","0.148800000000015","0","False","1000","aperture-labs","cloud-native","0","0"
"2026-03-02","herzog-clean","copilot","copilot_premium_request","GPT-5","29","requests","0.04","1.16000000000002","1.16000000000002","0","False","1000","massive-dynamic","cloud-native","0","0"
"2026-03-02","dibbert-gloss","copilot","copilot_premium_request","Auto: Gemini 3 Pro","4.38","requests","0.04","0.175199999999988","0.175199999999988","0","False","300","acme-corp","","0","0"
"2026-03-02","kian_koch","copilot","copilot_premium_request","Claude Opus 4.6","49","requests","0.04","1.95999999999998","1.95999999999998","0","False","1000","oscorp","devex","0","0"
"2026-03-03","asha38","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","4.68","requests","0.04","0.1872","0.1872","0","False","300","soylent-corp","platform-team","0","0"
"2026-03-03","lisandro88","copilot","copilot_premium_request","GPT-5","27","requests","0.04","1.07999999999998","1.07999999999998","0","False","1000","globex-inc","","0","0"
"2026-03-03","suzanne_hahn54","copilot","coding_agent_premium_request","Coding Agent model","44","requests","0.04","1.76000000000002","1.76000000000002","0","False","1000","vandelay-industries","security-ops","0","0"
"2026-03-03","ludiemante36","copilot","copilot_premium_request","Code Review model","56","requests","0.04","2.24000000000001","2.24000000000001","0","False","1000","globex-inc","security-ops","0","0"
"2026-03-03","lorena30","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","0.66","requests","0.04","0.0264000000000109","0.0264000000000109","0","False","1000","aperture-labs","frontend-guild","0","0"
"2026-03-03","macejkovic-ugly","copilot","copilot_premium_request","GPT-5.2-Codex","77","requests","0.04","3.08000000000001","3.08000000000001","0","False","1000","cyberdyne-sys","","0","0"
"2026-03-03","white-wicke","copilot","copilot_premium_request","GPT-5.2-Codex","128","requests","0.04","5.12000000000001","5.12000000000001","0","False","1000","dunder-mifflin-tech","","0","0"
"2026-03-03","multi-byteBednar","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","3.9","requests","0.04","0.156000000000016","0.156000000000016","0","False","1000","starkindustries","ml-infra","0","0"
"2026-03-03","open-sourceNitzsche","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","4.01","requests","0.04","0.160399999999982","0.160399999999982","0","False","300","aperture-labs","","0","0"
"2026-03-03","oconnell-defin","copilot","copilot_premium_request","Claude Haiku 4.5","144","requests","0.04","5.75999999999999","5.75999999999999","0","False","1000","cyberdyne-sys","","0","0"
"2026-03-03","digitalKiehn","copilot","copilot_premium_request","Claude Sonnet 4.6","119","requests","0.04","4.75999999999999","4.75999999999999","0","False","1000","oscorp","","0","0"
"2026-03-03","bluetoothBayer","copilot","copilot_premium_request","GPT-5.3-Codex","53","requests","0.04","2.12000000000001","2.12000000000001","0","False","300","initech","","0","0"
"2026-03-03","kian_koch","copilot","coding_agent_premium_request","Coding Agent model","11","requests","0.04","0.440000000000009","0.440000000000009","0","False","1000","springfield-nuclear","","0","0"
"2026-03-03","stephen_kuvalis49","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","4.81","requests","0.04","0.192400000000014","0.192400000000014","0","False","1000","springfield-nuclear","data-eng","0","0"
"2026-03-03","fletcher35","copilot","copilot_premium_request","Auto: Gemini 3 Pro","4.25","requests","0.04","0.169999999999999","0.169999999999999","0","False","1000","soylent-corp","","0","0"
"2026-03-03","larue24","copilot","copilot_premium_request","Code Review model","135","requests","0.04","5.40000000000001","5.40000000000001","0","False","1000","springfield-nuclear","","0","0"
"2026-03-03","murazik-mealy","copilot","copilot_premium_request","Gemini 2.5 Pro","140","requests","0.04","5.59999999999999","5.59999999999999","0","False","1000","aperture-labs","","0","0"
"2026-03-03","wirelessWehner","copilot","copilot_premium_request","Gemini 2.5 Pro","122","requests","0.04","4.88000000000001","4.88000000000001","0","False","1000","prestige-worldwide","platform-team","0","0"
"2026-03-03","rhiannondach","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","2.16","requests","0.04","0.0864000000000093","0.0864000000000093","0","False","1000","daily-planet-dev","compliance","0","0"
"2026-03-03","hapticMacGyver","copilot","copilot_premium_request","Claude Sonnet 4.6","111","requests","0.04","4.43999999999999","4.43999999999999","0","False","1000","dunder-mifflin-tech","cloud-native","0","0"
"2026-03-03","wilkinson-short","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","4.31","requests","0.04","0.17239999999999","0.17239999999999","0","False","300","prestige-worldwide","ml-infra","0","0"
"2026-03-03","wirelessArmstrong","copilot","coding_agent_premium_request","Coding Agent model","29","requests","0.04","1.16000000000001","1.16000000000001","0","False","1000","daily-planet-dev","frontend-guild","0","0"
"2026-03-03","franey-happy","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","2.71","requests","0.04","0.108399999999991","0.108399999999991","0","False","300","waynetech","ml-infra","0","0"
"2026-03-03","virtualBradtke","copilot","copilot_premium_request","GPT-5.2","99","requests","0.04","3.95999999999998","3.95999999999998","0","False","1000","dunder-mifflin-tech","data-eng","0","0"
"2026-03-03","gary51","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","0.57","requests","0.04","0.0228000000000222","0.0228000000000222","0","False","1000","cyberdyne-sys","","0","0"
"2026-03-03","solidstateChristians","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","1.58","requests","0.04","0.0631999999999876","0.0631999999999876","0","False","1000","dunder-mifflin-tech","","0","0"
"2026-03-03","jay57","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","0.94","requests","0.04","0.0375999999999956","0.0375999999999956","0","False","1000","vandelay-industries","","0","0"
"2026-03-03","leland12","copilot","copilot_premium_request","Claude Opus 4.6","112","requests","0.04","4.47999999999998","4.47999999999998","0","False","1000","initech","","0","0"
"2026-03-03","dibbert-gloss","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","2.62","requests","0.04","0.104799999999991","0.104799999999991","0","False","1000","dunder-mifflin-tech","frontend-guild","0","0"
"2026-03-03","senger-weigh","copilot","copilot_premium_request","GPT-5.3-Codex","49","requests","0.04","1.96","1.96","0","False","1000","daily-planet-dev","frontend-guild","0","0"
"2026-03-03","claude60","copilot","copilot_premium_request","Claude Haiku 4.5","16","requests","0.04","0.63999999999999","0.63999999999999","0","False","300","acme-corp","","0","0"
"2026-03-04","dibbert-gloss","copilot","copilot_premium_request","GPT-5","10","requests","0.04","0.40000000000002","0.40000000000002","0","False","1000","vandelay-industries","cloud-native","0","0"
"2026-03-04","gary51","copilot","copilot_premium_request","Claude Opus 4.5","121","requests","0.04","4.83999999999999","4.83999999999999","0","False","1000","massive-dynamic","frontend-guild","0","0"
"2026-03-04","claude60","copilot","copilot_premium_request","Gemini 2.5 Pro","148","requests","0.04","5.91999999999998","5.91999999999998","0","False","1000","globex-inc","ml-infra","0","0"
"2026-03-04","auxiliaryLowe","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","1.8","requests","0.04","0.0719999999999911","0.0719999999999911","0","False","1000","acme-corp","cloud-native","0","0"
"2026-03-04","bluetoothBayer","copilot","copilot_premium_request","Gemini 3 Pro","17","requests","0.04","0.680000000000003","0.680000000000003","0","False","1000","dunder-mifflin-tech","compliance","0","0"
"2026-03-04","keyshawnschinner16","copilot","copilot_premium_request","GPT-5.2-Codex","107","requests","0.04","4.28","4.28","0","False","300","wonka-factory","platform-team","0","0"
"2026-03-04","suzanne_hahn54","copilot","copilot_premium_request","GPT-5.1","105","requests","0.04","4.19999999999999","4.19999999999999","0","False","1000","umbrella-corp","data-eng","0","0"
"2026-03-04","1080pBauch","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","0.33","requests","0.04","0.0131999999999867","0.0131999999999867","0","False","1000","dunder-mifflin-tech","compliance","0","0"
"2026-03-04","fletcher35","spark","spark_premium_request","GPT-5.2-Codex","129","requests","0.04","5.15999999999999","5.15999999999999","0","False","1000","globex-inc","platform-team","0","0"
"2026-03-04","heller-venge","copilot","copilot_premium_request","Gemini 2.5 Pro","97","requests","0.04","3.88000000000002","3.88000000000002","0","False","1000","aperture-labs","data-eng","0","0"
"2026-03-04","nathanial81","copilot","copilot_premium_request","Auto: Gemini 3 Pro","2.18","requests","0.04","0.0871999999999929","0.0871999999999929","0","False","300","daily-planet-dev","","0","0"
"2026-03-04","lorena30","copilot","copilot_premium_request","GPT-5.2","146","requests","0.04","5.84","5.84","0","False","1000","prestige-worldwide","","0","0"
"2026-03-04","lisandro88","copilot","copilot_premium_request","Gemini 2.5 Pro","88","requests","0.04","3.51999999999999","3.51999999999999","0","False","300","oscorp","","0","0"
"2026-03-04","multi-byteBednar","copilot","copilot_premium_request","Claude Sonnet 4.5","86","requests","0.04","3.44000000000001","3.44000000000001","0","False","1000","dunder-mifflin-tech","","0","0"
"2026-03-04","opticalMorar","copilot","copilot_premium_request","GPT-5.3-Codex","30","requests","0.04","1.19999999999998","1.19999999999998","0","False","300","starkindustries","compliance","0","0"
"2026-03-04","cross-platformGraham","copilot","copilot_premium_request","Gemini 3 Pro","95","requests","0.04","3.79999999999999","3.79999999999999","0","False","1000","initech","","0","0"
"2026-03-04","mobileStehr-Grimes","copilot","coding_agent_premium_request","Coding Agent model","3","requests","0.04","0.120000000000008","0.120000000000008","0","False","1000","umbrella-corp","frontend-guild","0","0"
"2026-03-04","adah55","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","2.23","requests","0.04","0.0892000000000193","0.0892000000000193","0","False","1000","wonka-factory","compliance","0","0"
"2026-03-04","hapticMacGyver","copilot","copilot_premium_request","GPT-5.2","148","requests","0.04","5.92","5.92","0","False","1000","aperture-labs","data-eng","0","0"
"2026-03-04","dashawn_nader53","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","2.07","requests","0.04","0.0828000000000129","0.0828000000000129","0","False","1000","oscorp","","0","0"
"2026-03-04","herzog-clean","copilot","copilot_premium_request","Claude Haiku 4.5","75","requests","0.04","3","3","0","False","1000","wonka-factory","","0","0"
"2026-03-04","leland12","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","2.24","requests","0.04","0.0896000000000124","0.0896000000000124","0","False","1000","umbrella-corp","data-eng","0","0"
"2026-03-04","oconnell-defin","copilot","copilot_premium_request","Claude Haiku 4.5","62","requests","0.04","2.47999999999999","2.47999999999999","0","False","300","acme-corp","platform-team","0","0"
"2026-03-04","mobileBrakus","copilot","copilot_premium_request","GPT-5.2-Codex","62","requests","0.04","2.47999999999998","2.47999999999998","0","False","300","prestige-worldwide","","0","0"
"2026-03-04","stephen_kuvalis49","copilot","copilot_premium_request","Claude Sonnet 4.5","59","requests","0.04","2.35999999999999","2.35999999999999","0","False","300","hooli","platform-team","0","0"
"2026-03-04","erik67","copilot","copilot_premium_request","GPT-5.1","125","requests","0.04","5.00000000000001","5.00000000000001","0","False","1000","piedpiper","","0","0"
"2026-03-04","open-sourceNitzsche","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","4.24","requests","0.04","0.169599999999996","0.169599999999996","0","False","1000","cyberdyne-sys","","0","0"
"2026-03-04","jay57","copilot","copilot_premium_request","Gemini 3 Pro","83","requests","0.04","3.32","3.32","0","False","1000","hooli","ml-infra","0","0"
"2026-03-04","back-endStreich-Schu","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","1.93","requests","0.04","0.0771999999999791","0.0771999999999791","0","False","300","vandelay-industries","cloud-native","0","0"
"2026-03-04","back-endGerlach","copilot","copilot_premium_request","Claude Opus 4.5","85","requests","0.04","3.39999999999998","3.39999999999998","0","False","1000","hooli","","0","0"
"2026-03-04","josue79","copilot","copilot_premium_request","GPT-5","150","requests","0.04","5.99999999999999","5.99999999999999","0","False","1000","hooli","data-eng","0","0"
"2026-03-04","virtualGottlieb","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","0.48","requests","0.04","0.0191999999999947","0.0191999999999947","0","False","300","waynetech","platform-team","0","0"
"2026-03-04","larue24","copilot","copilot_premium_request","Gemini 2.5 Pro","6","requests","0.04","0.240000000000017","0.240000000000017","0","False","300","aperture-labs","devex","0","0"
"2026-03-04","connietreutel","copilot","copilot_premium_request","Claude Opus 4.5","9","requests","0.04","0.360000000000008","0.360000000000008","0","False","1000","springfield-nuclear","","0","0"
"2026-03-04","eve93","copilot","coding_agent_premium_request","Coding Agent model","143","requests","0.04","5.71999999999998","5.71999999999998","0","False","1000","initech","platform-team","0","0"
"2026-03-05","eve93","copilot","copilot_premium_request","Claude Opus 4.5","142","requests","0.04","5.68000000000001","5.68000000000001","0","False","1000","dunder-mifflin-tech","cloud-native","0","0"
"2026-03-05","dibbert-gloss","copilot","copilot_premium_request","Claude Sonnet 4.5","78","requests","0.04","3.12000000000002","3.12000000000002","0","False","1000","umbrella-corp","","0","0"
"2026-03-05","geneva94","copilot","copilot_premium_request","Claude Sonnet 4.6","82","requests","0.04","3.27999999999999","3.27999999999999","0","False","1000","daily-planet-dev","security-ops","0","0"
"2026-03-05","jay57","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","2.68","requests","0.04","0.107199999999987","0.107199999999987","0","False","1000","waynetech","cloud-native","0","0"
"2026-03-05","macejkovic-ugly","copilot","copilot_premium_request","Claude Sonnet 4.5","78","requests","0.04","3.12000000000001","3.12000000000001","0","False","1000","initech","ml-infra","0","0"
"2026-03-05","rhonda96","copilot","copilot_premium_request","Claude Sonnet 4.6","108","requests","0.04","4.31999999999998","4.31999999999998","0","False","1000","Bluth-Company","","0","0"
"2026-03-05","hirthe-grant-trivi","copilot","copilot_premium_request","Gemini 3 Pro","107","requests","0.04","4.27999999999999","4.27999999999999","0","False","1000","piedpiper","security-ops","0","0"
"2026-03-05","gary51","copilot","copilot_premium_request","Code Review model","115","requests","0.04","4.6","4.6","0","False","300","dunder-mifflin-tech","","0","0"
"2026-03-05","mueller-tough","copilot","copilot_premium_request","GPT-5.3-Codex","140","requests","0.04","5.6","5.6","0","False","1000","acme-corp","","0","0"
"2026-03-05","open-sourceNitzsche","copilot","copilot_premium_request","Claude Haiku 4.5","145","requests","0.04","5.80000000000001","5.80000000000001","0","False","300","prestige-worldwide","security-ops","0","0"
"2026-03-05","cross-platformGraham","copilot","copilot_premium_request","GPT-5.2-Codex","128","requests","0.04","5.12000000000001","5.12000000000001","0","False","300","initech","","0","0"
"2026-03-05","florence_medhurst","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","2.05","requests","0.04","0.0820000000000084","0.0820000000000084","0","False","1000","oscorp","","0","0"
"2026-03-05","auxiliaryLowe","copilot","copilot_premium_request","Claude Opus 4.6","124","requests","0.04","4.96000000000001","4.96000000000001","0","False","1000","hooli","ml-infra","0","0"
"2026-03-05","andy48","copilot","copilot_premium_request","Auto: Gemini 3 Pro","1.14","requests","0.04","0.045599999999998","0.045599999999998","0","False","1000","oscorp","security-ops","0","0"
"2026-03-05","murazik-mealy","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","1.43","requests","0.04","0.0572000000000036","0.0572000000000036","0","False","1000","starkindustries","","0","0"
"2026-03-05","polly99","copilot","copilot_premium_request","GPT-5.2","9","requests","0.04","0.360000000000015","0.360000000000015","0","False","1000","vandelay-industries","frontend-guild","0","0"
"2026-03-05","lorena30","copilot","coding_agent_premium_request","Coding Agent model","65","requests","0.04","2.59999999999998","2.59999999999998","0","False","1000","umbrella-corp","data-eng","0","0"
"2026-03-05","suzanne_hahn54","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","2.35","requests","0.04","0.093999999999996","0.093999999999996","0","False","300","springfield-nuclear","ml-infra","0","0"
"2026-03-05","kian_koch","copilot","copilot_premium_request","Auto: Gemini 3 Pro","3.25","requests","0.04","0.129999999999992","0.129999999999992","0","False","1000","cyberdyne-sys","security-ops","0","0"
"2026-03-05","ariane94","copilot","copilot_premium_request","GPT-5.1","99","requests","0.04","3.96","3.96","0","False","1000","springfield-nuclear","frontend-guild","0","0"
"2026-03-05","open-sourceTerry","copilot","copilot_premium_request","Claude Haiku 4.5","114","requests","0.04","4.55999999999998","4.55999999999998","0","False","300","wonka-factory","compliance","0","0"
"2026-03-05","asha38","copilot","copilot_premium_request","Auto: Gemini 3 Pro","3.03","requests","0.04","0.12120000000002","0.12120000000002","0","False","1000","hooli","frontend-guild","0","0"
"2026-03-05","dashawn_nader53","copilot","copilot_premium_request","Code Review model","145","requests","0.04","5.79999999999999","5.79999999999999","0","False","1000","Bluth-Company","cloud-native","0","0"
"2026-03-05","wirelessArmstrong","copilot","copilot_premium_request","GPT-5.2","28","requests","0.04","1.12","1.12","0","False","300","waynetech","","0","0"
"2026-03-05","wirelessWehner","copilot","copilot_premium_request","Auto: Gemini 3 Pro","4.84","requests","0.04","0.1936","0.1936","0","False","300","cyberdyne-sys","data-eng","0","0"
"2026-03-05","herzog-clean","copilot","copilot_premium_request","Claude Sonnet 4.6","23","requests","0.04","0.919999999999989","0.919999999999989","0","False","1000","initech","","0","0"
"2026-03-06","virtualGottlieb","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","1.99","requests","0.04","0.0795999999999893","0.0795999999999893","0","False","1000","acme-corp","","0","0"
"2026-03-06","lois13","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","0.57","requests","0.04","0.0228000000000189","0.0228000000000189","0","False","300","dunder-mifflin-tech","compliance","0","0"
"2026-03-06","andy48","copilot","copilot_premium_request","Claude Opus 4.5","10","requests","0.04","0.400000000000017","0.400000000000017","0","False","300","oscorp","","0","0"
"2026-03-06","white-wicke","copilot","copilot_premium_request","GPT-5.2-Codex","40","requests","0.04","1.6","1.6","0","False","1000","acme-corp","","0","0"
"2026-03-06","adah55","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","2.47","requests","0.04","0.098799999999988","0.098799999999988","0","False","1000","aperture-labs","security-ops","0","0"
"2026-03-06","dibbert-gloss","copilot","copilot_premium_request","Claude Haiku 4.5","120","requests","0.04","4.8","4.8","0","False","1000","Bluth-Company","frontend-guild","0","0"
"2026-03-06","murazik-mealy","copilot","copilot_premium_request","Claude Opus 4.5","49","requests","0.04","1.95999999999998","1.95999999999998","0","False","1000","hooli","ml-infra","0","0"
"2026-03-06","eve93","copilot","copilot_premium_request","Claude Opus 4.5","130","requests","0.04","5.20000000000001","5.20000000000001","0","False","1000","umbrella-corp","platform-team","0","0"
"2026-03-06","rhiannondach","copilot","copilot_premium_request","GPT-5","143","requests","0.04","5.71999999999998","5.71999999999998","0","False","1000","globex-inc","","0","0"
"2026-03-06","virtualBradtke","copilot","coding_agent_premium_request","Coding Agent model","9","requests","0.04","0.360000000000004","0.360000000000004","0","False","1000","massive-dynamic","","0","0"
"2026-03-06","opticalMorar","spark","spark_premium_request","Claude Sonnet 4.6","130","requests","0.04","5.20000000000001","5.20000000000001","0","False","1000","Bluth-Company","","0","0"
"2026-03-06","fletcher35","copilot","copilot_premium_request","GPT-5.2-Codex","135","requests","0.04","5.39999999999999","5.39999999999999","0","False","1000","daily-planet-dev","ml-infra","0","0"
"2026-03-06","toney60","copilot","copilot_premium_request","Claude Opus 4.5","11","requests","0.04","0.439999999999979","0.439999999999979","0","False","1000","massive-dynamic","","0","0"
"2026-03-06","bluetoothBayer","copilot","copilot_premium_request","GPT-5","14","requests","0.04","0.56000000000001","0.56000000000001","0","False","1000","massive-dynamic","ml-infra","0","0"
"2026-03-06","larue24","copilot","copilot_premium_request","GPT-5","134","requests","0.04","5.36000000000001","5.36000000000001","0","False","1000","cyberdyne-sys","platform-team","0","0"
"2026-03-07","abigail22","copilot","copilot_premium_request","GPT-5.1","57","requests","0.04","2.28","2.28","0","False","1000","aperture-labs","devex","0","0"
"2026-03-07","rhonda96","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","0.45","requests","0.04","0.0180000000000213","0.0180000000000213","0","False","1000","daily-planet-dev","","0","0"
"2026-03-07","gary51","copilot","copilot_premium_request","Gemini 3 Pro","142","requests","0.04","5.68000000000001","5.68000000000001","0","False","1000","initech","","0","0"
"2026-03-07","kian_koch","copilot","coding_agent_premium_request","Coding Agent model","39","requests","0.04","1.56000000000002","1.56000000000002","0","False","1000","starkindustries","ml-infra","0","0"
"2026-03-07","toney60","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","0.47","requests","0.04","0.0187999999999949","0.0187999999999949","0","False","1000","vandelay-industries","","0","0"
"2026-03-07","wirelessWehner","copilot","copilot_premium_request","GPT-5","116","requests","0.04","4.63999999999999","4.63999999999999","0","False","1000","massive-dynamic","frontend-guild","0","0"
"2026-03-07","herzog-clean","copilot","copilot_premium_request","Claude Haiku 4.5","149","requests","0.04","5.96000000000001","5.96000000000001","0","False","1000","Bluth-Company","","0","0"
"2026-03-07","1080pBauch","copilot","copilot_premium_request","Claude Opus 4.6","41","requests","0.04","1.63999999999998","1.63999999999998","0","False","1000","waynetech","","0","0"
"2026-03-07","ludiemante36","copilot","copilot_premium_request","Claude Sonnet 4.6","104","requests","0.04","4.15999999999998","4.15999999999998","0","False","1000","daily-planet-dev","compliance","0","0"
"2026-03-07","white-wicke","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","2.9","requests","0.04","0.115999999999994","0.115999999999994","0","False","1000","umbrella-corp","","0","0"
"2026-03-07","virtualGottlieb","copilot","copilot_premium_request","Auto: Gemini 3 Pro","3.04","requests","0.04","0.121600000000006","0.121600000000006","0","False","1000","wonka-factory","ml-infra","0","0"
"2026-03-07","mobileStehr-Grimes","copilot","copilot_premium_request","Auto: Gemini 3 Pro","1.74","requests","0.04","0.0695999999999805","0.0695999999999805","0","False","1000","vandelay-industries","","0","0"
"2026-03-07","multi-byteBednar","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","2.37","requests","0.04","0.0947999999999802","0.0947999999999802","0","False","1000","springfield-nuclear","","0","0"
"2026-03-07","geneva94","copilot","copilot_premium_request","Claude Sonnet 4.5","49","requests","0.04","1.96000000000002","1.96000000000002","0","False","1000","massive-dynamic","platform-team","0","0"
"2026-03-07","adah55","spark","spark_premium_request","Auto: GPT-5.2-Codex","3.48","requests","0.04","0.139199999999986","0.139199999999986","0","False","1000","piedpiper","frontend-guild","0","0"
"2026-03-07","auxiliaryLowe","copilot","copilot_premium_request","Claude Haiku 4.5","119","requests","0.04","4.76000000000002","4.76000000000002","0","False","1000","oscorp","","0","0"
"2026-03-07","nathanial81","spark","spark_premium_request","Claude Opus 4.6","133","requests","0.04","5.31999999999999","5.31999999999999","0","False","1000","Bluth-Company","ml-infra","0","0"
"2026-03-07","mueller-tough","copilot","copilot_premium_request","GPT-5.2-Codex","55","requests","0.04","2.19999999999999","2.19999999999999","0","False","1000","piedpiper","compliance","0","0"
"2026-03-07","asha38","copilot","copilot_premium_request","GPT-5.2-Codex","35","requests","0.04","1.40000000000002","1.40000000000002","0","False","1000","oscorp","ml-infra","0","0"
"2026-03-07","keyshawnschinner16","copilot","copilot_premium_request","Auto: Gemini 3 Pro","3.69","requests","0.04","0.147599999999994","0.147599999999994","0","False","1000","acme-corp","","0","0"
